year,electorate,party,all,ordinary,special
2008,Christchurch Central,Family Party,87,63,24
2008,Christchurch Central,Green Party,3688,3062,626
2008,Christchurch Central,Jim Anderton's Progressive,697,609,88
2008,Christchurch Central,Kiwi Party,218,192,26
2008,Christchurch Central,Labour Party,12999,10881,2118
2008,Christchurch Central,Libertarianz,21,12,9
2008,Christchurch Central,Maori Party,230,177,53
2008,Christchurch Central,NZ First,1036,900,136
2008,Christchurch Central,NZ Pacific Party,31,19,12
2008,Christchurch Central,National Party,12409,10511,1898
2008,Christchurch Central,RAM - Residents Action Movement,2,2,0
2008,Christchurch Central,The Bill and Ben Party,187,149,38
2008,Christchurch Central,The Republic of NZ Party,5,2,3
2008,Christchurch Central,United Future,239,207,32
2008,Christchurch Central,Workers Party,33,25,8
2008,Christchurch East,ACT,664,608,56
2008,Christchurch East,Alliance,62,55,7
2008,Christchurch East,Aotearoa Legalise Cannabis Party,117,103,14
2008,Christchurch East,Democrats for Social Credit,24,20,4
2008,Christchurch East,Family Party,68,57,11
2008,Christchurch East,Green Party,2489,2181,308
2008,Christchurch East,Jim Anderton's Progressive,696,651,45
2008,Christchurch East,Kiwi Party,269,244,25
2008,Christchurch East,Labour Party,15585,13956,1629
2008,Christchurch East,Libertarianz,14,12,2
2008,Christchurch East,Maori Party,176,146,30
2008,Christchurch East,NZ First,1352,1243,109
2008,Christchurch East,NZ Pacific Party,54,44,10
2008,Christchurch East,National Party,12289,11055,1234
2008,Christchurch East,RAM - Residents Action Movement,5,4,1
2008,Christchurch East,The Bill and Ben Party,210,169,41
2008,Christchurch East,The Republic of NZ Party,1,1,0
2008,Christchurch East,United Future,326,297,29
2008,Christchurch East,Workers Party,26,23,3
2008,Clutha-Southland,ACT,1315,1225,90
2008,Clutha-Southland,Alliance,63,53,10
2008,Clutha-Southland,Aotearoa Legalise Cannabis Party,131,111,20
2008,Clutha-Southland,Democrats for Social Credit,18,18,0
2008,Clutha-Southland,Family Party,193,173,20
2008,Clutha-Southland,Green Party,1726,1472,254
2008,Clutha-Southland,Jim Anderton's Progressive,226,204,22
2008,Clutha-Southland,Kiwi Party,131,118,13
2008,Clutha-Southland,Labour Party,8091,7264,827
2008,Clutha-Southland,Libertarianz,16,16,0
2008,Clutha-Southland,Maori Party,141,107,34
2008,Clutha-Southland,NZ First,968,902,66
2008,Clutha-Southland,NZ Pacific Party,8,5,3
2008,Clutha-Southland,National Party,20235,18448,1787
2008,Clutha-Southland,RAM - Residents Action Movement,4,4,0
2008,Clutha-Southland,The Bill and Ben Party,259,219,40
2008,Clutha-Southland,The Republic of NZ Party,2,1,1
2008,Clutha-Southland,United Future,254,243,11
2008,Clutha-Southland,Workers Party,18,14,4
2008,Coromandel,ACT,1605,1486,119
2008,Coromandel,Alliance,29,28,1
2008,Coromandel,Aotearoa Legalise Cannabis Party,141,106,35
2008,Coromandel,Democrats for Social Credit,16,13,3
2008,Coromandel,Family Party,51,41,10
2008,Coromandel,Green Party,2773,2442,331
2008,Coromandel,Jim Anderton's Progressive,217,204,13
2008,Coromandel,Kiwi Party,239,228,11
2008,Coromandel,Labour Party,9487,8566,921
2008,Coromandel,Libertarianz,13,12,1
2008,Coromandel,Maori Party,269,226,43
2008,Coromandel,NZ First,2312,2178,134
2008,Coromandel,NZ Pacific Party,11,10,1
2008,Coromandel,National Party,18855,17121,1734
2008,Coromandel,RAM - Residents Action Movement,4,3,1
2008,Coromandel,The Bill and Ben Party,196,166,30
2008,Coromandel,The Republic of NZ Party,3,2,1
2008,Coromandel,United Future,272,257,15
2008,Coromandel,Workers Party,11,9,2
2008,Dunedin North,ACT,749,663,86
2008,Dunedin North,Alliance,106,86,20
2008,Dunedin North,Aotearoa Legalise Cannabis Party,143,111,32
2008,Dunedin North,Democrats for Social Credit,36,32,4
2008,Dunedin North,Family Party,57,50,7
2008,Dunedin North,Green Party,5221,4442,779
2008,Dunedin North,Jim Anderton's Progressive,310,284,26
2008,Dunedin North,Kiwi Party,125,109,16
2008,Dunedin North,Labour Party,14608,12653,1955
2008,Dunedin North,Libertarianz,9,9,0
2008,Dunedin North,Maori Party,230,180,50
2008,Dunedin North,NZ First,1132,1031,101
2008,Dunedin North,NZ Pacific Party,14,9,5
2008,Dunedin North,National Party,9692,8268,1424
2008,Dunedin North,RAM - Residents Action Movement,4,3,1
2008,Dunedin North,The Bill and Ben Party,252,195,57
2008,Dunedin North,The Republic of NZ Party,2,2,0
2008,Dunedin North,United Future,312,276,36
2008,Dunedin North,Workers Party,18,14,4
2008,Dunedin South,ACT,785,719,66
2008,Dunedin South,Alliance,72,62,10
2008,Dunedin South,Aotearoa Legalise Cannabis Party,144,123,21
2008,Dunedin South,Democrats for Social Credit,66,59,7
2008,Dunedin South,Family Party,58,47,11
2008,Dunedin South,Green Party,2971,2588,383
2008,Dunedin South,Jim Anderton's Progressive,461,417,44
2008,Dunedin South,Kiwi Party,144,133,11
2008,Dunedin South,Labour Party,17408,15737,1671
2008,Dunedin South,Libertarianz,15,15,0
2008,Dunedin South,Maori Party,160,123,37
2008,Dunedin South,NZ First,1700,1578,122
2008,Dunedin South,NZ Pacific Party,17,15,2
2008,Dunedin South,National Party,12742,11563,1179
2008,Dunedin South,RAM - Residents Action Movement,3,1,2
2008,Dunedin South,The Bill and Ben Party,209,179,30
2008,Dunedin South,The Republic of NZ Party,7,6,1
2008,Dunedin South,United Future,276,255,21
2008,Dunedin South,Workers Party,14,10,4
2008,East Coast,ACT,816,751,65
2008,East Coast,Alliance,19,18,1
2008,East Coast,Aotearoa Legalise Cannabis Party,99,74,25
2008,East Coast,Democrats for Social Credit,12,12,0
2008,East Coast,Family Party,83,70,13
2008,East Coast,Green Party,2025,1795,230
2008,East Coast,Jim Anderton's Progressive,199,186,13
2008,East Coast,Kiwi Party,115,94,21
2008,East Coast,Labour Party,10075,9132,943
2008,East Coast,Libertarianz,13,9,4
2008,East Coast,Maori Party,457,396,61
2008,East Coast,NZ First,1862,1720,142
2008,East Coast,NZ Pacific Party,7,5,2
2008,East Coast,National Party,15160,13946,1214
2008,East Coast,RAM - Residents Action Movement,2,1,1
2008,East Coast,The Bill and Ben Party,175,151,24
2008,East Coast,The Republic of NZ Party,5,4,1
2008,East Coast,United Future,698,645,53
2008,East Coast,Workers Party,10,9,1
2008,East Coast Bays,ACT,2000,1849,151
2008,East Coast Bays,Alliance,14,12,2
2008,East Coast Bays,Aotearoa Legalise Cannabis Party,98,72,26
2008,East Coast Bays,Democrats for Social Credit,13,12,1
2008,East Coast Bays,Family Party,505,435,70
2008,East Coast Bays,Green Party,1439,1220,219
2008,East Coast Bays,Jim Anderton's Progressive,214,194,20
2008,East Coast Bays,Kiwi Party,90,84,6
2008,East Coast Bays,Labour Party,7642,6724,918
2008,East Coast Bays,Libertarianz,25,21,4
2008,East Coast Bays,Maori Party,141,112,29
2008,East Coast Bays,NZ First,1001,910,91
2008,East Coast Bays,NZ Pacific Party,14,9,5
2008,East Coast Bays,National Party,21681,19336,2345
2008,East Coast Bays,RAM - Residents Action Movement,5,4,1
2008,East Coast Bays,The Bill and Ben Party,149,124,25
2008,East Coast Bays,The Republic of NZ Party,7,6,1
2008,East Coast Bays,United Future,263,237,26
2008,East Coast Bays,Workers Party,8,8,0
2008,Epsom,ACT,2389,2059,330
2008,Epsom,Alliance,13,6,7
2008,Epsom,Aotearoa Legalise Cannabis Party,70,46,24
2008,Epsom,Democrats for Social Credit,6,5,1
2008,Epsom,Family Party,67,56,11
2008,Epsom,Green Party,2662,2049,613
2008,Epsom,Jim Anderton's Progressive,133,116,17
